average_class_size,borough,core_course_ms_core_and_9_12_only_,core_subject_ms_core_and_9_12_only_,csd,data_source,grade_,number_of_sections,number_of_students_seats_filled,program_type,school_code,school_name,schoolwide_pupil_teacher_ratio,service_category_k_9_only_,size_of_largest_class,size_of_smallest_class
15.0,M,Living Environment,SCIENCE,1,STARS,09-12,2,30,SPEC ED,M292,Henry Street School for International Studies,,-,15,15
14.0,M,Global History & Geography,SOCIAL STUDIES,1,STARS,09-12,1,14,SPEC ED,M292,Henry Street School for International Studies,,-,14,14
,M,,,1,,,,,,M292,Henry Street School for International Studies,12.0,,,
26.0,M,-,-,1,ATS,06,1,26,GEN ED,M301,"Technology, Arts, and Sciences Studio",,-,26,26
23.0,M,-,-,1,ATS,06,1,23,CTT,M301,"Technology, Arts, and Sciences Studio",,-,23,23
16.5,M,-,-,1,ATS,07,2,33,GEN ED,M301,"Technology, Arts, and Sciences Studio",,-,17,16
26.5,M,-,-,1,ATS,08,2,53,GEN ED,M301,"Technology, Arts, and Sciences Studio",,-,27,26
26.0,M,-,-,1,ATS,08,1,26,CTT,M301,"Technology, Arts, and Sciences Studio",,-,26,26
8.3,M,-,-,1,ATS,0K-09,3,25,SPEC ED,M301,"Technology, Arts, and Sciences Studio",,12:1,13,2
22.6,M,MS English Core,ENGLISH,1,STARS,MS Core,5,113,GEN ED,M301,"Technology, Arts, and Sciences Studio",,-,27,15
22.6,M,MS Math Core,MATH,1,STARS,MS Core,5,113,GEN ED,M301,"Technology, Arts, and Sciences Studio",,-,27,15
22.6,M,MS Science Core,SCIENCE,1,STARS,MS Core,5,113,GEN ED,M301,"Technology, Arts, and Sciences Studio",,-,27,15
22.6,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,5,113,GEN ED,M301,"Technology, Arts, and Sciences Studio",,-,27,15
23.0,M,MS English Core,ENGLISH,1,STARS,MS Core,2,46,CTT,M301,"Technology, Arts, and Sciences Studio",,-,25,21
23.0,M,MS Math Core,MATH,1,STARS,MS Core,2,46,CTT,M301,"Technology, Arts, and Sciences Studio",,-,25,21
23.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,2,46,CTT,M301,"Technology, Arts, and Sciences Studio",,-,25,21
23.0,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,2,46,CTT,M301,"Technology, Arts, and Sciences Studio",,-,25,21
12.0,M,MS English Core,ENGLISH,1,STARS,MS Core,1,12,SPEC ED,M301,"Technology, Arts, and Sciences Studio",,-,12,12
12.0,M,MS Math Core,MATH,1,STARS,MS Core,1,12,SPEC ED,M301,"Technology, Arts, and Sciences Studio",,-,12,12
12.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,1,12,SPEC ED,M301,"Technology, Arts, and Sciences Studio",,-,12,12
12.0,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,1,12,SPEC ED,M301,"Technology, Arts, and Sciences Studio",,-,12,12
,M,,,1,,,,,,M301,"Technology, Arts, and Sciences Studio",10.5,,,
14.0,M,-,-,1,ATS,0K,1,14,GEN ED,M315,The East Village Community School,,-,14,14
20.0,M,-,-,1,ATS,0K,1,20,CTT,M315,The East Village Community School,,-,20,20
22.0,M,-,-,1,ATS,01,1,22,GEN ED,M315,The East Village Community School,,-,22,22
24.0,M,-,-,1,ATS,01,1,24,CTT,M315,The East Village Community School,,-,24,24
12.0,M,-,-,1,ATS,02,2,24,CTT,M315,The East Village Community School,,-,15,9
17.0,M,-,-,1,ATS,03,1,17,GEN ED,M315,The East Village Community School,,-,17,17
12.0,M,-,-,1,ATS,03,1,12,CTT,M315,The East Village Community School,,-,12,12
14.0,M,-,-,1,ATS,04,1,14,GEN ED,M315,The East Village Community School,,-,14,14
8.0,M,-,-,1,ATS,04,1,8,CTT,M315,The East Village Community School,,-,8,8
12.0,M,-,-,1,ATS,05,1,12,CTT,M315,The East Village Community School,,-,12,12
8.0,M,-,-,1,ATS,0K-09,1,8,SPEC ED,M315,The East Village Community School,,12:1:1,8,8
,M,,,1,,,,,,M315,The East Village Community School,9.6,,,
24.0,M,-,-,1,ATS,06,1,24,GEN ED,M332,University Neighborhood Middle School,,-,24,24
23.0,M,-,-,1,ATS,07,1,23,CTT,M332,University Neighborhood Middle School,,-,23,23
26.5,M,-,-,1,ATS,08,2,53,GEN ED,M332,University Neighborhood Middle School,,-,29,24
10.0,M,-,-,1,ATS,0K-09,1,10,SPEC ED,M332,University Neighborhood Middle School,,12:1,10,10
11.0,M,-,-,1,ATS,0K-09,1,11,SPEC ED,M332,University Neighborhood Middle School,,12:1:1,11,11
24.0,M,MS Math Core,MATH,1,STARS,MS Core,3,72,GEN ED,M332,University Neighborhood Middle School,,-,27,22
24.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,3,72,GEN ED,M332,University Neighborhood Middle School,,-,27,22
22.0,M,MS Math Core,MATH,1,STARS,MS Core,1,22,CTT,M332,University Neighborhood Middle School,,-,22,22
22.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,1,22,CTT,M332,University Neighborhood Middle School,,-,22,22
11.0,M,MS Math Core,MATH,1,STARS,MS Core,2,22,SPEC ED,M332,University Neighborhood Middle School,,-,12,10
11.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,2,22,SPEC ED,M332,University Neighborhood Middle School,,-,12,10
20.0,M,MS English Core,ENGLISH,1,STARS,09-12,1,20,GEN ED,M332,University Neighborhood Middle School,,-,20,20
24.0,M,Other English,ENGLISH,1,STARS,09-12,3,72,GEN ED,M332,University Neighborhood Middle School,,-,27,22
22.0,M,MS English Core,ENGLISH,1,STARS,09-12,1,22,CTT,M332,University Neighborhood Middle School,,-,22,22
22.0,M,Other English,ENGLISH,1,STARS,09-12,1,22,CTT,M332,University Neighborhood Middle School,,-,22,22
10.5,M,MS English Core,ENGLISH,1,STARS,09-12,2,21,SPEC ED,M332,University Neighborhood Middle School,,-,11,10
11.0,M,Other English,ENGLISH,1,STARS,09-12,2,22,SPEC ED,M332,University Neighborhood Middle School,,-,12,10
,M,,,1,,,,,,M332,University Neighborhood Middle School,8.2,,,
28.0,M,-,-,1,ATS,06,2,56,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,28,28
24.0,M,-,-,1,ATS,06,1,24,CTT,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,24,24
23.5,M,-,-,1,ATS,07,2,47,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,26,21
23.0,M,-,-,1,ATS,07,1,23,CTT,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,23,23
29.0,M,-,-,1,ATS,08,2,58,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,30,28
29.0,M,-,-,1,ATS,08,1,29,CTT,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,29,29
10.5,M,-,-,1,ATS,0K-09,2,21,SPEC ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,12:1:1,12,9
26.8,M,MS English Core,ENGLISH,1,STARS,MS Core,6,161,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,30,22
26.2,M,MS Math Core,MATH,1,STARS,MS Core,5,131,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,28,22
30.0,M,Integrated Algebra,MATH,1,STARS,MS Core,1,30,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,30,30
26.2,M,MS Science Core,SCIENCE,1,STARS,MS Core,5,131,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,28,22
30.0,M,Living Environment,SCIENCE,1,STARS,MS Core,1,30,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,30,30
26.8,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,6,161,GEN ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,30,22
25.3,M,MS English Core,ENGLISH,1,STARS,MS Core,3,76,CTT,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,29,22
25.3,M,MS Math Core,MATH,1,STARS,MS Core,3,76,CTT,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,29,22
25.3,M,MS Science Core,SCIENCE,1,STARS,MS Core,3,76,CTT,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,29,22
25.3,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,3,76,CTT,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,29,22
10.0,M,MS English Core,ENGLISH,1,STARS,MS Core,2,20,SPEC ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,11,9
10.0,M,MS Math Core,MATH,1,STARS,MS Core,2,20,SPEC ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,11,9
10.0,M,MS Science Core,SCIENCE,1,STARS,MS Core,2,20,SPEC ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,11,9
10.0,M,MS Social Studies Core,SOCIAL STUDIES,1,STARS,MS Core,2,20,SPEC ED,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",,-,11,9
,M,,,1,,,,,,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",11.5,,,
21.5,M,-,-,1,ATS,0K,2,43,GEN ED,M361,The Children's Workshop School,,-,22,21
14.3,M,-,-,1,ATS,01,3,43,GEN ED,M361,The Children's Workshop School,,-,23,9
14.3,M,-,-,1,ATS,02,3,43,GEN ED,M361,The Children's Workshop School,,-,19,10
6.7,M,-,-,1,ATS,03,3,20,GEN ED,M361,The Children's Workshop School,,-,9,5
9.3,M,-,-,1,ATS,04,3,28,GEN ED,M361,The Children's Workshop School,,-,11,8
34.0,M,-,-,1,ATS,05,1,34,CTT,M361,The Children's Workshop School,,-,34,34
7.0,M,-,-,1,ATS,0K-09,1,7,SPEC ED,M361,The Children's Workshop School,,12:1,7,7
8.0,M,-,-,1,ATS,0K-09,1,8,SPEC ED,M361,The Children's Workshop School,,12:1:1,8,8
12.7,M,-,-,1,ATS,01,3,38,GEN ED,M363,Neighborhood School,,-,14,11
12.0,M,-,-,1,ATS,01,1,12,CTT,M363,Neighborhood School,,-,12,12
12.3,M,-,-,1,ATS,02,3,37,GEN ED,M363,Neighborhood School,,-,14,11
13.0,M,-,-,1,ATS,02,1,13,CTT,M363,Neighborhood School,,-,13,13
20.0,M,-,-,1,ATS,03,2,40,GEN ED,M363,Neighborhood School,,-,20,20
11.7,M,-,-,1,ATS,04,3,35,GEN ED,M363,Neighborhood School,,-,14,10
13.0,M,-,-,1,ATS,04,1,13,CTT,M363,Neighborhood School,,-,13,13
13.7,M,-,-,1,ATS,05,3,41,GEN ED,M363,Neighborhood School,,-,15,13
12.0,M,-,-,1,ATS,05,1,12,CTT,M363,Neighborhood School,,-,12,12
4.7,M,-,-,1,ATS,0K-09,3,14,SPEC ED,M363,Neighborhood School,,12:1:1,7,3
,M,,,1,,,,,,M363,Neighborhood School,13.3,,,
20.0,M,-,-,1,ATS,0K,3,60,GEN ED,M364,Earth School,,-,21,19
21.5,M,-,-,1,ATS,03,2,43,GEN ED,M364,Earth School,,-,22,21
9.5,M,-,-,1,ATS,0K-09,2,19,SPEC ED,M364,Earth School,,12:1:1,10,9
,M,,,1,,,,,,M364,Earth School,13.7,,,
25.0,M,-,-,1,ATS,06,3,75,GEN ED,M378,School for Global Leaders,,-,26,24
23.0,M,-,-,1,ATS,06,1,23,CTT,M378,School for Global Leaders,,-,23,23
22.0,M,-,-,1,ATS,07,3,66,GEN ED,M378,School for Global Leaders,,-,24,19
22.0,M,-,-,1,ATS,08,3,66,GEN ED,M378,School for Global Leaders,,-,24,19
12.0,M,-,-,1,ATS,0K-09,1,12,SPEC ED,M378,School for Global Leaders,,12:1,12,12
10.0,M,-,-,1,ATS,0K-09,2,20,SPEC ED,M378,School for Global Leaders,,12:1:1,10,10
33.0,M,Integrated Algebra,MATH,1,STARS,MS Core,1,33,GEN ED,M378,School for Global Leaders,,-,33,33
33.0,M,Integrated Algebra,MATH,1,STARS,09-12,1,33,GEN ED,M378,School for Global Leaders,,-,33,33
,M,,,1,,,,,,M378,School for Global Leaders,13.5,,,
17.7,M,English 9,ENGLISH,1,STARS,09-12,3,53,GEN ED,M448,University Neighborhood High School,,-,27,13
16.6,M,English 10,ENGLISH,1,STARS,09-12,5,83,GEN ED,M448,University Neighborhood High School,,-,26,10
21.3,M,English 11,ENGLISH,1,STARS,09-12,4,85,GEN ED,M448,University Neighborhood High School,,-,26,16
20.3,M,English 12,ENGLISH,1,STARS,09-12,6,122,GEN ED,M448,University Neighborhood High School,,-,29,13
23.7,M,Integrated Algebra,MATH,1,STARS,09-12,6,142,GEN ED,M448,University Neighborhood High School,,-,31,17
18.0,M,Geometry,MATH,1,STARS,09-12,1,18,GEN ED,M448,University Neighborhood High School,,-,18,18
25.0,M,Trigonometry,MATH,1,STARS,09-12,7,175,GEN ED,M448,University Neighborhood High School,,-,29,19
25.0,M,Other Math,MATH,1,STARS,09-12,1,25,GEN ED,M448,University Neighborhood High School,,-,25,25
19.0,M,Earth Science,SCIENCE,1,STARS,09-12,2,38,GEN ED,M448,University Neighborhood High School,,-,19,19
26.4,M,Living Environment,SCIENCE,1,STARS,09-12,10,264,GEN ED,M448,University Neighborhood High School,,-,32,24
27.0,M,Chemistry,SCIENCE,1,STARS,09-12,4,108,GEN ED,M448,University Neighborhood High School,,-,31,23
23.0,M,Physics,SCIENCE,1,STARS,09-12,2,46,GEN ED,M448,University Neighborhood High School,,-,23,23
29.0,M,Other Science,SCIENCE,1,STARS,09-12,2,58,GEN ED,M448,University Neighborhood High School,,-,29,29
19.8,M,Global History & Geography,SOCIAL STUDIES,1,STARS,09-12,14,277,GEN ED,M448,University Neighborhood High School,,-,27,12
21.6,M,US History & Government,SOCIAL STUDIES,1,STARS,09-12,5,108,GEN ED,M448,University Neighborhood High School,,-,32,15
22.3,M,Participation in Government,SOCIAL STUDIES,1,STARS,09-12,4,89,GEN ED,M448,University Neighborhood High School,,-,29,16
25.0,M,English 9,ENGLISH,1,STARS,09-12,1,25,CTT,M448,University Neighborhood High School,,-,25,25
28.0,M,English 10,ENGLISH,1,STARS,09-12,1,28,CTT,M448,University Neighborhood High School,,-,28,28
25.7,M,Integrated Algebra,MATH,1,STARS,09-12,3,77,CTT,M448,University Neighborhood High School,,-,32,21
25.5,M,Earth Science,SCIENCE,1,STARS,09-12,4,102,CTT,M448,University Neighborhood High School,,-,28,23
25.3,M,Living Environment,SCIENCE,1,STARS,09-12,12,303,CTT,M448,University Neighborhood High School,,-,29,22
24.5,M,Chemistry,SCIENCE,1,STARS,09-12,4,98,CTT,M448,University Neighborhood High School,,-,31,18
27.0,M,Other Science,SCIENCE,1,STARS,09-12,3,81,CTT,M448,University Neighborhood High School,,-,29,23
27.1,M,Global History & Geography,SOCIAL STUDIES,1,STARS,09-12,8,217,CTT,M448,University Neighborhood High School,,-,33,21
